,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
1198,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1199,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1200,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1201,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1202,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1203,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1204,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1205,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1206,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1207,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1208,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1209,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1210,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1211,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1212,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1213,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1214,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1215,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1216,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1217,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1218,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1219,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1220,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1221,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1222,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1223,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1224,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1225,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1226,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1227,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1228,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1229,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1230,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1231,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1232,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
1233,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
